date,IBM,AAPL,GOOG,BA,JPM,GS,KO,JNJ,AXP,UNP,LDOS,LMT,PFE,CVX,LHX,ATO,LLY,OXY,CVS,TSLA,F,NVDA,AMD,INTC,ACN,FDS,ATVI,VMC,DD,NUE,EMN,MCD,X,EQIX,STOR,MRO,STZ,PM,TAP,COST,GIS,HRL,CNP,CAT,MMM,GE,LVMHF,TGT,CZR,LVS,FITB,BLK,NOVN,BABA,JD,BIDU,TCEHY,DRI,DHI,PARA,KKR,BX,NCLH,CALM,DPZ,ELY,LULU,MTH,ILMN,WTW,CPT,CME,ISRG,ZTS,MRK,BMY,PSX,MU,AIG,EA,FB,SBUX,MAR,REGN,BIIB,VRTX,ALB,AMZN,LYV,PEGA,MVIS,VEEV,CYBR,GME,DHR,T,IDXX,A,CNC,MOS,NEE,AWK
01/02/2015,154.7939,27.333,523.373,129.95,62.49,194.41,42.14,104.52,93.02,118.61,43.14,193.31,29.6992,112.58,71.62,55.9,70.06,80.6174,95.1,43.862,15.36,5.0325,2.69,36.36,88.84,140.59,20.13,66.98,64.8657,49.01,76.48,93.26,26.59,226.65,21.43,28.6,97.5,81.02,73.86,141.61,53.11,25.81,23.63,91.88,164.06,192.7116,158.24,75.33,4.04,56.3,20.21,356.73,82.34,103.6,24.02,223.08,14.375,52.3108,24.96,54.79,23.49,33.4834,46.7,38.65,94.29,7.64,55.34,35.67,185.42,118.0129,75.25,88.14,58.397,43.31,54.5322,59.51,72.29,34.75,56.11,46.87,78.45,40.72,77.75,410.16,315.026,123.07,60.31,308.52,26.16,20.35,1.96,26.23,38.88,33.8,64.9686,33.87,73.665,40.56,26.11,45.77,26.6725,53.94
01/05/2015,152.3582,26.563,512.463,129.05,60.55,188.34,42.14,103.79,90.56,114.6,42.46,189.29,29.5381,108.08,69.69,54.89,69.37,77.6286,94.16,42.018,14.76,4.9475,2.66,35.95,87.34,138.39,19.85,65.13,62.8596,47.14,73.84,92.23,25.35,224.32,21.48,27.27,99.82,80.41,73.41,140,52.15,25.35,22.88,87.03,160.36,189.1742,152.23,73.98,4.25,54.76,19.6,347.5,81.72,101,24.58,219.785,14.595,51.9258,24.44,54.26,23.34,32.9929,46.03,37.79,95.47,7.67,55.96,35.16,190.72,117.1653,74.95,88.64,57.152,43.05,55.3426,58.58,67.92,33.775,55,46.57,77.19,39.94,75.62,412.47,310.172,121.03,58.31,302.19,25.56,20.06,2.09,26.23,39.05,34.72,64.3243,33.55,73.155,39.8,26.04,44.95,26.39,53.11
01/06/2015,149.0724,26.565,500.585,127.53,58.98,184.53,42.46,103.28,88.63,112.23,42.38,188.4,29.7846,108.03,68.29,54.55,69.72,76.9689,94.23,42.256,14.62,4.7975,2.63,35.28,86.71,137.66,19.48,64.98,61.8494,46.46,73.53,92.4,24.58,219.43,21.2,26.86,100.46,81.1,73.06,141.85,52.02,25.16,22.37,86.47,158.65,185.0985,149.15,73.97,4.07,53.36,18.81,342.1,82.12,103.32,24.53,220.18,15.286,52.1048,24.11,53.19,23.11,32.3552,45.61,36.44,94.29,7.69,55.57,35.1,188.31,116.5825,75.62,87.285,57.754,42.63,57.5167,58.48,66.02,32.87,54.22,45.96,76.15,39.615,74.67,396.89,308.246,117.36,57.17,295.29,24.82,19.73,1.87,27.12,37.15,33.69,63.8847,33.6,73.39,39.18,26.125,45.55,26.4925,53.25
01/07/2015,148.0982,26.938,499.728,129.51,59.07,187.28,42.99,105.56,90.3,112.85,43.07,190.83,30.1922,107.94,68.47,55.33,69.23,76.9789,95.93,42.19,15.04,4.7838,2.58,36.02,88.53,138.76,19.055,66.21,61.7498,46.89,73.06,94.01,24.64,220.15,21.94,27.19,103.05,81.71,75.4,144.32,53.12,25.57,22.66,87.81,159.8,185.1754,148.32,76.77,4.29,55.12,19.02,349.34,85.57,102.13,24.81,224.35,16.225,53.8957,25.35,53.11,23.54,32.8163,46.21,37.27,97.5,8,57.65,36.58,194.92,118.2513,77.7,88.3,58.071,43.51,58.7467,59.24,66.31,32.1,54.48,46.81,76.15,40.59,76.38,407.72,325.37,120.66,56.94,298.42,25.11,19.82,1.95,27.17,37.95,33.3,64.2713,33.17,74.87,39.7,26.2675,45.79,26.735,53.93
01/08/2015,151.3171,27.973,501.303,131.8,60.39,190.27,43.51,106.39,91.58,117.08,43.19,195.13,30.8083,110.41,70.04,55.7,70.87,77.6586,97.97,42.123,15.42,4.965,2.61,36.69,89.88,140.47,19.25,68.28,63.2864,48.03,75.32,94.36,25.18,222.78,21.95,27.74,107.64,82.94,77.73,145.56,53.57,25.845,23.2,88.71,163.63,187.4055,152.42,77.13,4.2,55.87,19.45,353.42,86.19,105.03,25.08,229.21,16.6,54.7463,25.93,53.74,23.4,33.0714,46.68,38.13,100.78,8.08,59.07,36.7,196.82,119.6023,76.89,88.71,59.222,44.18,59.9291,60.72,68.89,33.67,54.24,48.125,78.175,41.245,78.91,403.25,322.616,123.97,58.73,300.46,25.83,20.19,2.03,28.39,38.55,33.69,65.2641,33.5,75.415,40.89,26.6725,46.33,26.8975,54.14
01/09/2015,151.9761,28.003,494.811,131.54,59.34,187.35,43.03,104.94,90.42,114.98,42.37,195.02,30.9505,108.21,69.94,55.25,69.93,77.5087,97.92,41.332,15.21,4.985,2.63,36.76,89.78,139.37,18.9,68.29,63.1868,47.78,74.44,93.21,24.57,216.89,21.87,27.65,107.34,82.72,77.58,143.32,53.03,25.64,22.71,87.65,161.62,184.7909,152.15,76.43,4.185,55.11,18.93,349.23,86.01,103.02,24.94,226.9,16.51,53.6271,26.06,54.56,23.74,33.5619,45.2,37.69,100.5,8.13,58.63,36.81,194.8,118.5427,77.66,88.79,57.874,44.25,59.6526,60.32,67.31,33.525,53.32,47.51,77.74,39.895,78.73,411.04,315.33,122.21,59.02,296.93,25.29,19.88,2.02,28.79,37.06,32.27,64.8246,33.4,74.995,40.59,26.4675,45.96,26.66,54.3
01/12/2015,149.4259,27.313,491.201,130.87,58.83,185.07,42.64,104.58,89.5,113.97,41.98,194.47,31.0643,105.88,68.88,55.34,69.42,74.9197,97.2,40.442,15.22,4.9225,2.63,36.6,89.51,139.46,18.86,68.25,62.8169,46,72.58,93.01,23.38,216.88,22.05,26.24,106.97,83.05,76.96,142.52,52.65,25.26,22.76,86.89,160.74,184.4064,156.68,76.63,4.2,55.01,18.64,346.93,87.43,101.62,24.11,220.89,16.2,53.5823,26.08,54.85,23.47,33.6992,45.32,35.85,102.12,8.13,62.59,37.43,190.1,117.4831,78.72,87.61,58.39,43.42,59.4047,62.18,64.24,31.66,52.36,47.06,76.72,40.115,77.905,413.33,320.396,118.31,59.7,291.41,25,19.67,2,29.12,38.37,33.77,64.0212,33.49,75.635,40.11,26.1975,46.36,26.5925,54.13
01/13/2015,149.7793,27.555,494.821,131.17,58.84,184.93,42.63,104.76,89.23,111.83,42.33,194.35,30.7515,104.2,68.43,55.61,69.38,74.9397,97.24,40.85,15.21,4.9138,2.66,36.5,89.83,140.28,18.56,67.36,62.0486,45.66,71.74,92.83,22.9,217.25,22.09,25.89,106.3,83.1,76.17,141.09,52.71,25.35,22.64,86.37,160.62,183.4836,155.94,75.95,4.195,55.45,18.51,347.98,87.12,100.77,23.84,219.6,16.44,53.054,24.82,55.6,23.72,33.4344,45.64,34.94,101.7,8.08,63.06,36.13,185.09,117.6156,77.39,87.13,57.962,42.81,59.2998,63.12,61.5,30.835,51.87,46.42,76.45,40.435,77.42,406.49,324.909,120.6,60.99,294.74,25.27,19.71,1.92,29.09,37.45,32.77,63.9302,33.49,78,39.55,26.68,45.45,26.6975,54.25
01/14/2015,148.8146,27.45,499.498,130.38,56.81,180.23,42.56,104,87.07,111.36,41.77,193.23,30.7894,103.9,68.42,57.14,69.76,75.4495,97.33,38.538,15.11,4.935,2.63,36.35,88.78,140.01,18.93,67.74,61.7924,44.41,70.78,91.54,22.41,218.88,22.76,25.96,108.43,83.42,74.98,139.31,52.92,25.295,22.62,86.07,159.84,182.8684,157.63,74.33,4.1,54.85,18.21,345.75,79.56,99.58,23.82,216.82,16.17,53.0809,25.14,54.47,23.24,33.3068,45.04,35.04,98.91,7.96,63.4,35.42,182.41,116.5825,78,85.01,59.484,43.03,59.7289,62.95,59.42,30.05,51.38,46.9,76.28,40.21,76.57,404.31,321.234,120.38,59.52,293.27,24.68,19.72,1.96,28.72,37.75,36.21,62.9222,33.33,80.225,39.06,26.6625,45.5,26.8625,55.21
01/15/2015,147.6397,26.705,500.416,130.14,54.99,178.49,42.38,102.49,85.88,110.8,41.6,192.37,30.7135,102.67,67.31,57.31,69.74,75.9593,97.17,38.374,14.86,4.9,2.52,36.19,88.17,138.48,18.55,66.22,61.6217,44.21,69.8,91.38,21.61,218.21,22.8,25.47,108.18,82.82,74.56,139.31,53.45,25.47,22.66,84.32,159.66,181.3304,156.94,75.67,4.13,54.84,18.02,342.45,75.18,96.31,23.32,215.97,16.1,52.6331,23.18,53.55,22.81,32.8359,44.68,36.63,96.83,7.84,62.51,33.58,180.91,116.2911,78.85,84.87,58.264,42.94,59.0042,61.63,59.09,29.3,50.4,46.64,74.05,39.79,76.1,397.12,313.064,117.78,58.08,286.95,24.46,19.42,1.97,28.09,35.71,34.46,62.1718,33.26,79.165,38.01,26.7225,45.43,26.76,55.25
01/16/2015,150.0945,26.498,506.689,130.78,55.93,177.23,42.53,104.04,86.04,111.9,42.4,194.71,31.0927,105.12,67.64,58.47,70.68,78.0285,98.74,38.614,15.02,4.99,2.39,36.45,88.89,140.23,20.25,66.89,63.7275,44.42,71.07,91.49,22.01,220.24,23.13,26.6,111.6,82.7,75.05,139.72,53.41,25.745,23,83.86,162,181.4073,156.14,74.94,4.19,54.89,18.3,348.07,77.84,96.89,24.07,220.195,15.8,52.9197,23.76,55.56,22.95,33.0321,44.85,36.08,98.49,7.98,63,33.83,183.82,116.3441,79.31,85.04,58.959,44.22,60.1007,62.31,60.83,28.99,51.11,48.085,75.18,40.305,75.89,408.69,324.918,122.86,58.52,290.74,25.03,19.79,1.97,28.07,36.65,36.35,62.5584,33.8,79.745,38.25,27.0725,45.99,27.055,55.71
01/20/2015,149.913,27.18,505.512,131.22,55.71,175.63,43.16,101.29,87.26,113.95,42.01,195.75,31.3771,106.47,67.63,58.22,72.03,77.9785,98.37,38.386,15.01,5.005,2.24,36.09,88.62,139.43,20.22,66.99,62.7884,44.09,69.86,90.8,21.58,222.4,22.69,25.94,111,83.58,75.23,139.38,54.4,25.98,22.89,83.97,161.94,183.4067,158.25,73.67,4.18,53.2,18.08,346.59,78.54,100.04,24.56,220.36,16.06,53.054,22.95,55.47,23.26,33.3068,45,36.3,97.51,7.97,63,31.94,196.73,114.4898,78.59,85.55,57.988,43.56,59.7003,62.45,63.62,29.67,50.65,47.81,76.24,40.6125,76.32,421.11,334.618,124.74,57.8,289.44,24.85,19.8,1.92,28,36.85,36.07,62.8843,33.95,80,37.93,26.86,47.65,27.2325,56.14
01/21/2015,145.2709,27.388,516.621,132.41,55.89,177.15,43.36,101.9,87.67,114.4,41.9,195.5,30.9411,108.16,68.22,58.61,72.24,79.208,99.5,39.314,14.97,5.075,2.45,36.48,88.34,139.02,20.1,67.98,63.6563,44.01,71.25,90.34,22.06,223.42,22.44,26.59,110.53,84.55,76.66,139.14,54.08,26.495,23.15,85.37,162.54,184.8678,160,73.95,4.03,53.3,17.53,349.5,74.92,103.29,24.48,228.28,16.6,53.4032,23.41,56.19,23.45,34.0426,44.985,36.27,97.38,7.87,62.86,32.46,191.77,114.2249,79.39,85.55,57.569,44.25,59.2712,61.95,66.25,30.49,50.83,48.07,76.74,40.645,76.26,418.11,333.277,125.085,58.61,297.25,24.78,19.77,2,28.48,36.225,36.84,63.1041,34,79.915,38.16,27.3425,48.17,27.4725,56.56
01/22/2015,148.4229,28.1,532.927,135.64,57.59,182.04,43.78,103.76,84.37,119.83,42.93,198.09,31.1022,108.92,69.09,58.64,72.46,78.8281,100.28,40.324,15.03,5.1625,2.47,36.91,89.5,142.89,20.59,69.92,64.5385,44.85,72.48,90.89,22.71,229.15,22.91,26.83,111.4,85.16,78.09,141.27,54.78,26.865,22.89,86.82,165.89,186.7134,156.89,75.77,4.01,53.97,17.91,360.79,74.52,104,24.34,229.88,17.1,54.5673,23.69,56.73,24.02,35.0335,45.8,37.24,99.01,8.03,63.76,33.02,193.89,115.152,80.2,88.57,58.376,44.51,59.6812,62.09,67.31,30.89,52.28,49.36,77.65,41.37,78.48,420.81,325.747,127.3,59.55,310.32,25.33,20.23,1.99,28.51,36.12,37.12,64.0439,33.79,82.67,39.65,27.84,48.66,27.3875,56.53
01/23/2015,148.8814,28.245,538.471,134.62,56.68,180.49,43.31,102.2,84.13,120.09,42.7,197.44,30.7609,106.85,69.7,58.66,72.13,78.8181,100.62,40.258,14.91,5.1775,2.45,36.445,89.22,144.32,20.65,69.74,63.4144,43.8,69.14,89.56,20.58,230.6,22.97,26.52,110.61,82.82,78.09,142.05,54.56,26.675,22.97,85.61,164.02,188.2514,158.77,75.29,4.025,53.89,17.67,355.12,75.58,103.11,24.65,233.325,17.09,54.818,23.1,55.88,24.26,35.3768,45.7,37.15,98.1,7.92,66.2,33,197.16,114.5163,79.69,88.515,57.508,44.12,59.5858,62.07,68.52,30.95,51.51,49.79,77.83,44.11,78.51,420.21,329.321,125.57,56.84,312.39,25.47,20.035,2,29.3,36.99,37.4,63.7711,33.37,83.53,38.81,27.6075,47.94,27.37,56.56
01/26/2015,149.3494,28.275,533.744,134.07,56.77,180.42,43,102.26,83.3,121.33,42.95,195.68,31.0927,108.88,69.79,58.81,72.11,80.2876,101.01,41.31,15.08,5.1537,2.61,35.805,89.08,146.07,20.835,70.52,63.4002,44.33,69.77,90.67,21.33,229.41,23.2,27.27,111.72,83.05,78.18,142.905,54.95,26.63,23,86.03,164.24,189.0973,163.59,75.25,3.98,56.8,17.93,357.39,76.91,103.99,25.01,229.455,17.68,55.6686,24.38,57.06,24.61,35.7595,46.05,37.03,98.74,8,66.76,34,201.68,115.4434,80.92,88.79,57.89,44.09,59.9005,62.46,68.4,31.02,51.21,49.475,77.495,44.06,79.415,423.77,333.844,125.12,57.14,309.66,25.7,20.36,2.1,29.84,36.06,38.16,63.4073,33.18,83.05,39.15,27.95,48.34,27.4375,56.86
01/27/2015,146.7801,27.285,517.21,132.48,56.2,176.49,42.39,102.09,82.4,120.86,42.44,190.55,30.9031,108.26,69.38,58.47,71.73,79.3779,100.82,41.196,14.85,4.9075,2.7,34.185,86.16,145.85,20.47,70.23,62.8453,44.82,70.32,89.57,21.27,221.9,23.27,26.97,111.29,81.6,77.55,140.99,55.11,26.47,23.14,79.85,163.63,187.4824,164.32,74.76,4,56.93,17.665,351.48,78.54,102.94,25.34,227.53,17.424,54.9881,24.16,57.08,24.62,35.887,45.6,36.85,98.93,7.91,67.48,33.99,203.25,114.2249,80.77,87.37,56.579,43.3,59.6526,61.99,69.6,29.65,50.47,48.41,75.78,44.17,78.61,415.74,329.653,123.67,56.37,306.75,25.41,20.28,2.07,29.37,35.8,38.28,64.15,32.81,82.44,38.75,27.8175,48.61,27.805,56.8
01/28/2015,144.7551,28.828,508.603,139.64,54.75,173.05,41.92,101.48,81.73,119.15,42.63,189.25,30.287,103.71,68.25,57.54,70.97,76.4691,99.6,39.874,14.46,4.8275,2.63,33.775,84.36,144.94,20.67,70.03,61.2233,44.04,68.65,88.78,23.58,217.1,23.21,25.55,110.29,80.58,77.21,139.62,54.08,26.2,22.76,80.01,163.94,183.3298,162.46,74.26,4.02,56.02,17.22,345.03,78.41,98.45,25.99,220.31,17.43,54.3703,23.88,56.29,24.39,36.044,44.91,35.87,99.89,7.78,66.16,33.3,197.86,113.4831,79.86,85.17,55.84,43.11,58.5942,61.33,68.37,29.095,49.21,54.61,76.24,43.7825,76.9,408,323.472,121.26,55.37,303.91,24.55,20.02,2.01,28.98,34.65,37.61,62.7933,32.68,81.0625,38,27.4225,47.7,27.48,56.67
01/29/2015,148.5089,29.725,509.262,147.78,55.67,175.99,42.1,102.38,82,120.09,42.75,192.5,30.1732,103,67.95,58.69,72.11,78.2784,100.11,41.04,14.85,4.945,2.61,34.21,85.64,144.96,20.745,71.34,64.0405,43.73,68.64,93.27,23.07,221.92,23.54,25.57,111.78,81.22,78.03,140.64,53.63,26.27,23.37,80,166.13,185.1754,164.6,75.49,3.97,55.45,17.46,346.94,80.44,89.81,24.69,220.39,17.36,55.7134,24.84,55.72,24.27,36.1617,44.21,36.4,101.29,7.81,67.195,36.15,200,115.7348,79.39,86.22,56.109,43.32,59.2044,61.14,70.48,29.71,49.26,55.33,78,44.525,77.11,414.64,325.379,114.14,47.77,311.78,24.68,19.86,2.08,29.13,33.78,36.27,63.6119,32.96,81.66,38.46,27.695,48.22,27.915,57.36
01/30/2015,146.4362,29.29,533.056,145.37,54.38,172.41,41.17,100.14,80.69,117.21,41.4,188.37,29.6234,102.53,67.13,56.91,72,79.9677,98.16,40.72,14.71,4.8012,2.57,33.04,84.03,143.59,20.895,70.51,64.2539,43.65,70.89,92.44,24.44,216.86,22.96,26.6,110.45,80.24,75.93,142.99,52.48,25.61,23.09,79.97,162.3,183.7143,163.26,73.61,3.965,54.37,17.3,340.51,79.69,89.08,24.84,217.92,16.82,54.9612,24.52,54.81,24.01,36.6326,43.76,35.05,99.05,8.16,66.24,36.41,195.19,114.7017,77.05,85.3,54.942,42.73,57.4785,60.27,70.32,29.265,48.87,54.86,75.91,43.765,74.5,416.66,358.456,110.14,48.26,354.53,23.77,19.57,2,28.76,33.87,35.25,62.4371,32.92,79.21,37.77,27.29,48.69,27.31,56.14
02/02/2015,147.7257,29.658,527.033,146.26,55.47,175.49,41.59,100.83,82.13,119.01,41.83,189.33,30.0026,106.06,68.06,57.5,71.69,80.1276,99.11,42.188,15.27,4.905,2.67,33.65,85.83,144.31,21.125,71.44,64.3393,44.21,69.85,92.51,24.19,218,22.48,27.9,111.3,81.63,76.23,146,53.07,25.87,22.9,80.84,164.42,186.1751,161.07,74.25,3.91,55.3,17.88,347.64,79.56,90.13,25.48,217.595,17.35,53.7435,24.85,55.37,24.05,36.5639,43.33,35.09,98.08,7.87,65.52,36.42,194.77,116.45,76.67,87.08,56.348,43.38,58.0507,60.23,72.8,28.435,50.46,54.965,74.99,43.995,74.8,413.09,359.229,111.18,47.92,364.47,23.85,19.63,2.04,28.55,34,36.83,63.4679,33.56,79.13,38.69,27.26,49.09,27.5175,56.71
02/03/2015,151.3648,29.663,527.791,147.34,56.72,180.24,41.63,102.46,83.73,121.79,42.75,192,30.3533,109.53,69.17,57.92,70.89,82.1168,100.13,43.672,15.65,5.0275,2.76,33.7,87.92,148.68,21.66,71.82,66.7154,45.73,73.12,93.92,25.7,223.595,23.35,28.79,111.32,82.24,77.84,153.75,53.26,26.135,22.84,83.92,165.94,188.1745,161.76,75.87,3.89,57.73,18.25,352.95,79.12,90.61,26.32,217.16,17.4,54.4061,25.47,56.92,24.41,37.1427,43.99,35.8,99.37,8.02,66.49,37.5,193,118.1189,77.55,87.27,56.518,43.5,58.1842,59.86,74.88,28.945,51.33,54.52,75.4,44.245,76.63,409.2,362.812,108.72,49.38,363.55,24.13,20.48,2.05,29.47,34.93,37.5,64.438,34.34,78.455,39.62,27.8725,50.12,27.56,56.53
02/04/2015,149.9225,29.89,521.328,147.22,56.38,178.78,41.68,101.36,83.61,120.44,42.07,192.28,30.4007,108.35,68.68,56.76,70.22,80.8173,100.46,43.71,15.87,5.04,2.85,33.6,87.34,147.77,21.52,71.47,65.7621,45.5,71.81,94.05,24.23,222.12,22.93,27.98,112.06,82.08,77.67,155.92,53.22,26.98,22.8,81.95,164.81,185.7906,176.38,75.61,3.89,55.41,18.35,350.78,80.93,90,26.71,217.24,17.35,54.3165,25.91,56.74,24.27,36.4952,43.73,36.53,99.72,8.13,65.66,38.84,192.03,118.8871,76.99,89.25,56.102,43.46,56.3057,59.24,74.42,29.03,51.51,54.555,75.63,44.35,75.94,401.36,360.261,109.27,48.85,364.75,24.39,20.44,1.99,30,34.05,36.63,63.9226,34.41,77.685,39.11,28.775,49.34,27.36,55.64
02/05/2015,150.8299,29.985,526.135,148.6,56.77,180.77,41.79,102.46,84.73,122.85,41.8,194.06,31.2728,109.31,69.49,57.44,71.41,82.0868,100.76,44.198,15.85,5.1213,3.31,33.94,88.47,148.41,21.82,74.01,68.0101,47.63,73.94,94.34,23.43,225.8,23.07,28.38,112.66,82.57,78.21,149.09,53.4,27.005,23.19,83.57,166.55,188.4052,175.73,75.95,4.15,56.07,18.63,358.82,79.65,87,26.81,216.8,17.435,54.6031,25.78,56,24.69,35.5927,44.15,36.06,99.74,8.55,65.29,38.37,194.51,119.1785,77.26,90.84,57.352,43.4,56.4201,60.23,75.21,29.49,51.62,56.39,75.615,44.82,75.7,413.87,370.089,111.59,49.75,373.89,24.46,20.64,2.01,30.08,36.82,36.7,64.7867,34.54,77.99,39.53,28.6775,49.79,27.4275,56.36
02/06/2015,149.6933,29.733,529.546,148,57.89,183.43,41.45,101.1,85.01,121.81,41.92,195.24,31.4435,109.61,76.18,55.09,70.36,81.717,100.61,43.472,15.86,5.1,3.03,33.295,88.15,147.99,22.105,75.23,68.8638,48.27,73.2,93.99,23.19,219.43,22.2,27.96,112.91,81.27,77.16,148.7,53.16,26.79,22.22,83.21,166.07,188.559,171.75,76.36,4.12,55.37,18.89,362.43,81.19,85.68,26.46,211.78,17.16,54.3076,26.49,56.74,24.72,35.3965,43.85,36.04,99.86,8.66,64.435,39.04,192.64,118.9136,75.19,94.21,56.919,43.66,56.0578,59.67,76.1,28.91,52.1,55.14,74.47,44.5,74.22,406.86,370.283,108.66,51.08,374.28,24.38,20.63,2.005,30.16,37.07,36.76,64.2637,34.87,77.37,39.34,28.71,49.7,26.45,54.83
02/09/2015,148.7668,29.93,526.385,147.58,57.82,182.22,41.23,99.78,84.98,119.45,41.94,193.02,31.3487,110.43,75.64,54.49,69.61,81.2272,99.56,43.496,15.92,5.095,3.04,32.93,87.36,148.52,22.04,76.17,68.6646,48.05,74.58,92.72,24.55,217.3,22.15,28.31,111.86,80.83,76.34,147.54,53,26.545,22.19,84.67,164.84,189.4818,170.06,75.39,4.18,55.72,18.79,360.87,83.98,86,26.61,215.03,17.005,53.8778,26.45,56.76,24.98,35.6025,42.93,35.59,98.63,8.51,65.43,39.67,192.27,118.7282,75.03,93.82,55.699,42.87,55.6192,58.85,75.93,28.35,52.14,54.275,74.44,44.41,73.385,399.72,365.567,107.88,52.14,370.56,24.39,20.49,2,29.8,36.09,37.18,64.006,34.64,76.435,39.04,28.3475,50.49,26.13,53.94
02/10/2015,151.4508,30.505,535.47,148.04,58.46,184.56,42.4,100.35,85.84,120.87,42.12,195.67,32.3725,110.18,76.06,54.95,70.5,81.2772,101.68,43.258,16.09,5.2375,3.04,33.7,87.52,149.98,22.28,77.76,69.0061,47.81,74.33,94.02,24.43,219.82,22.16,28.38,113.4,81.08,73.21,148.22,53.23,27.03,22.67,83.9,165.82,190.097,175.75,76.65,4.158,57.64,18.85,370.67,83.58,87.26,26.32,219.44,17.14,54.6658,26.9,57,24.27,36.0047,44.12,35.98,100.93,8.56,65.755,40.34,194.01,119.1785,75.17,94.62,55.541,43.91,56.115,59.83,75.67,31.09,52.41,54.76,75.19,45.59,77.23,400.71,363.955,108.43,52.17,372.995,24.75,20.55,2,30.05,40.9,38.04,64.7715,34.85,77.15,39.67,29.2225,50.78,26.9575,54.3
02/11/2015,151.1069,31.22,534.502,147.92,58.37,187.65,42.37,100.38,86.01,122.14,42.66,196.31,32.4673,109.98,76.58,53.48,69.95,79.9477,102.59,42.56,16.25,5.2025,3.07,33.55,87.96,150.81,22.66,78,68.4085,47.71,73.87,94.21,24.42,221.07,22.3,28.08,113.53,82.48,73,147.46,53.16,26.965,21.65,83.41,164.48,190.4815,177.3,76.42,4.16,56.77,18.78,369.9,83.54,86,26.45,214.67,16.97,54.4509,26.84,56.75,24.27,35.7791,44.25,35.67,100.45,8.51,65.59,40.26,195.67,126.8341,74.99,94.805,55.437,45.77,56.0101,59.31,74.19,31.02,52.25,54.945,76.51,45.395,77.02,398.99,359.229,108.62,53.18,375.14,24.59,20.45,2,29.91,41.79,37.52,64.9231,34.39,78.635,39.33,29.7725,51.19,26.265,53.54
02/12/2015,151.4126,31.615,541.443,148.09,59.57,189.78,42.17,98.44,80.48,123.83,43.81,197.48,33.055,110.86,77.31,53.17,70.53,82.0069,103,40.576,16.36,5.575,3.12,34.125,89.09,153.81,22.94,79.41,69.9309,48.35,75.11,95.09,25.24,227.735,22.67,28.78,113.51,83.69,73.78,147.76,52.93,27.085,22.11,83.53,165.91,191.4043,180.65,76.87,4.19,58.72,19.19,374.88,83.63,87.1,26.5,205.02,16.73,54.9881,27.34,57.77,24.36,36.2107,44.375,36.15,100.56,8.66,66.04,42.03,196.73,128.1586,76.27,95.31,56.412,45.79,56.1436,59.48,75.11,31.94,52.45,56.195,76.23,45.9125,79.02,401.74,361.173,109.63,53.96,377.17,24.68,20.9,1.98,29.95,45.69,37.25,65.6355,34.61,78.68,40.02,29.5475,52.04,26.335,53.61
02/13/2015,153.2083,31.77,547.507,149.73,59.67,189,41.99,99.62,78.08,122.6,44.47,196.95,32.837,112.78,77.73,52.52,70.56,83.0764,102.63,40.754,16.3,5.5775,3.15,34.36,89.79,155.05,23.11,79.87,70.3435,48.9,75.67,95.65,26.36,227.7,22.4,29.49,113.03,82.87,72.82,147.1,52.48,27.865,21.76,85.13,165.94,193.4037,180.25,76.12,4.2,60.43,19.26,376.04,83.71,89.05,26.23,212.13,16.788,55.2657,27.19,59.83,24.42,36.6915,43.71,35.73,100,8.61,65.98,41.94,198.54,126.7017,75.24,93.92,56.748,45.46,56.0769,60.04,76.62,31.85,53.96,56.39,75.74,45.79,79.395,402.4,360.758,113.66,54.59,381.83,25.04,20.88,2.01,30.12,52.52,37.35,65.7947,34.66,79.54,40.15,29.545,52.33,25.905,52.64
02/17/2015,153.7432,31.958,541.353,149.92,60.1,190.02,41.81,100.44,79.08,122.54,44.25,197.57,32.7801,112.4,78.12,52.54,71.56,82.4967,103.55,40.87,16.11,5.5938,3.11,34.735,89.3,154.04,23.49,80.76,70.5285,48.68,75.87,94.35,26.11,225.18,22.67,29.63,114.13,82.71,75.9,147.53,52.34,27.855,21.6,85.38,166.92,193.5575,178.41,76.64,4.25,60.43,19.47,380.33,84.55,86.85,27.3,208.81,16.89,55.0239,27.37,60.2,24.36,36.6424,43.4,36.69,100.67,8.45,66,42.24,198.86,126.3308,75.05,94.2,57.111,46.2,56.0578,60.1,76.9,32.33,54.99,56.76,75.6,46.015,81.29,404.18,366.515,113.4,54.79,375.43,25.33,20.91,2,29.9,58.86,37.36,65.7871,34.71,78.005,40.52,30.0575,52.01,25.855,52.75
02/18/2015,154.918,32.179,538.222,151.17,59.37,188.67,41.73,99.96,79.78,123.35,44.8,198.57,32.6853,110.44,78.46,53.53,71.01,81.3371,104.1,40.892,16.21,5.53,3.08,34.265,89.43,155.51,23.41,81.07,70.3008,48.25,75.53,94.58,25.45,228.91,22.84,29.02,114.68,83,76.26,147.23,52.88,28.07,21.94,84.8,167.4,194.1727,180.73,77.35,4.13,60.56,19.115,377.86,84.42,86.74,28,207.15,16.645,55.6686,27.22,59.81,24.03,36.5051,46.71,36.19,101.85,8.5,66.42,42.82,198.62,125.8275,75.82,93.76,56.984,45.85,56.0673,60.01,75.95,32.17,54.71,57.605,76.71,46.5,81.45,405.8,369.472,113.57,54.86,373.37,25.3,20.84,1.98,31,60.32,37.5,66.2798,34.49,78.34,41.54,30.0925,52.67,26.6225,54.11
