date,IBM,AAPL,GOOG,BA,JPM,GS,KO,JNJ,AXP,UNP,LDOS,LMT,PFE,CVX,LHX,ATO,LLY,OXY,CVS,TSLA,F,NVDA,AMD,INTC,ACN,FDS,ATVI,VMC,DD,NUE,EMN,MCD,X,EQIX,STOR,MRO,STZ,PM,TAP,COST,GIS,HRL,CNP,CAT,MMM,GE,LVMHF,TGT,CZR,LVS,FITB,BLK,NOVN,BABA,JD,BIDU,TCEHY,DRI,DHI,PARA,KKR,BX,NCLH,CALM,DPZ,ELY,LULU,MTH,ILMN,WTW,CPT,CME,ISRG,ZTS,MRK,BMY,PSX,MU,AIG,EA,FB,SBUX,MAR,REGN,BIIB,VRTX,ALB,AMZN,LYV,PEGA,MVIS,VEEV,CYBR,GME,DHR,T,IDXX,A,CNC,MOS,NEE,AWK
08/16/2019,127.7627,51.625,1177.6,330.45,107.72,199.42,54.41,131.36,124.63,166.25,83.82,377,32.8464,115.81,210.87,110.44,110.52,44.57,60.28,43.988,8.96,39.89,31.18,46.5,193.22,277.03,46.66,141.73,66.12,48.76,65.49,218.47,11.28,551.81,36.59,12.45,198.79,84.91,51.88,274.1,55.02,41.45,27.87,116.43,161.5,70.32,413.78,84.21,40.03,52.4,25.67,419.46,88.56,174.6,31.29,96.7,41.885,117.1,47.75,43.8,24.47,47.23,50.48,43.06,234.95,17.32,177.83,61.94,286.17,194.55,106.18,213.58,165.15,125.37,81.1069,46.98,98.83,43.55,54.31,89.56,183.7,96.52,128.82,298.38,231.68,187.09,63.09,1792.57,70.35,70.07,0.75,160.34,115.16,3.32,140.35,34.97,275.41,71.08,48.01,19.74,54.3825,124.22
08/19/2019,128.9853,52.588,1198.45,333.78,108.69,202.2,54.69,132.25,124.4,168.76,85.08,380.47,33.3488,117.31,213.05,110.88,112.53,45.58,61.39,45.366,9.03,42.695,31.48,47.23,195.18,277.43,47.92,142.36,67.43,49.91,66.54,218.78,12.43,555.73,36.62,12.88,201.8,85.01,52.5,275.61,55.2,41.21,28.11,117.36,162.95,69.36,417.5,86.58,39.73,54.67,25.92,425.56,87.76,178.28,31.58,104.22,42.74,119.57,48.17,44.22,24.71,47.84,51.35,43.07,232.02,17.63,178.67,63.24,288.65,197.46,107.11,216.7,165.167,126.75,82.1844,47.46,98.76,45.01,54.81,90.91,186.17,96.66,130.57,296.03,235.72,183.72,64.92,1816.12,71.47,70.55,0.72,158.1,115.57,3.38,141.71,35.38,279.53,71.75,47.44,19.98,54.74,123.99
08/20/2019,127.0368,52.59,1182.69,331.75,107.31,199.98,53.88,130.6,121.42,167.56,84.47,381.75,32.8085,116.13,212.59,110.21,111.01,45.26,61.56,45.172,8.96,41.9675,30.72,46.6,194.2,275.87,48.8,141.95,67.1,49.03,65.23,218.47,12.31,547,36.5,12.62,202.48,83,52.16,272.97,54.29,40.9,27.83,116.67,161.01,67.04,417.23,85.53,39.99,55.11,25.41,418.29,87.34,177.21,31.42,108.72,42.22,118.87,48.91,44.14,24.93,48.84,50.98,42.01,232.43,17.48,179.67,64.2,284.65,193.37,106.93,213.85,165.943,126.05,81.6695,47.63,98.68,44.23,53.43,92.7,183.81,95.63,130.68,297.78,231.28,186.4,64.17,1801.38,71.45,69.51,0.701,157.67,115.98,3.42,140.07,34.98,281.41,71.12,46.54,19.37,54.7825,123.61
08/21/2019,128.2308,53.16,1191.25,339.99,107.61,200.68,54.1,131.53,122.5,168.53,85.54,383,33.055,117.88,214.18,111.08,111.46,45.06,61.65,44.166,9.04,42.8075,31.7,47.15,195.73,277.66,49.04,143.28,67.76,49.19,65.6,220.71,12.11,552.1,36.37,12.42,202.85,83.05,51.78,275.68,54.38,40.97,27.92,117.68,161.15,65.28,410.61,103,40.62,55.13,25.55,420.93,86.36,175.24,30.74,107.9,42.5,119.53,49.45,44.08,25.7,49.46,50.9,41.59,231.52,17.97,183.33,64.86,290.5,193.75,107.59,213.49,167.093,127.64,82.8709,47.77,99.3,44.17,53.69,94.04,183.55,96.32,128.35,295.02,233.18,184.24,65.91,1823.54,71.84,70.37,0.7002,161.98,119.7,3.54,140.32,35.16,280.96,72.2,46.93,19.07,55.315,124.05
08/22/2019,128.2976,53.115,1189.53,354.41,108.72,202.42,54.49,131.27,122.27,166.07,85.56,385.88,33.2541,117.73,213.31,111.2,111.61,44.7,62.05,44.43,9.04,42.87,31.9,46.78,196.34,275.81,49.08,143.36,67.67,48.93,65,219.49,11.8,554.42,36.9,12.26,201.66,82.95,51.69,279.92,54.68,42.95,28.02,117.89,160.88,65.52,418.08,106.32,40.04,54.41,25.78,419,88.21,171.91,29.49,105.45,42.1,120.9,50.34,43.47,25.67,49.8,50.5,41.96,231.85,18.04,183.97,65.13,288.58,194.3,107.73,213.24,166.757,126.64,82.6898,47.86,98.46,44.78,53.75,94.62,182.04,96.49,128.19,286.85,232.06,180.18,63.22,1805.6,71.45,70.14,0.6547,159.52,117.83,3.87,139.56,35.39,279.88,71.74,45.55,19.07,55.405,124.7
08/23/2019,123.7606,50.66,1151.29,356.01,106.02,196.2,53.74,127.73,117.76,159.98,83.41,376.89,32.5526,115.18,208.89,108.63,109.51,42.37,60.24,42.28,8.77,40.61,29.54,44.96,192.81,269.61,47.33,139.73,66,46.95,61.83,214.66,11.18,549.42,36.67,11.75,198.51,81.22,50.07,274.01,53.63,42,27.42,114.06,155.85,63.76,419.35,103.49,37.88,53.11,25.08,407.25,87.61,164.54,28.77,101.85,41.36,120.53,49.21,41.41,25.46,48.81,49.72,40.6,226.15,16.9,180.03,63.97,279.44,189.21,106.37,211.22,161.527,123.07,80.9925,46.58,95.18,42.96,52.49,92.91,177.75,94.7,125.1,284.73,225.85,180.64,59.95,1749.62,70.72,69.66,0.6501,158.13,115.84,3.65,135.4,34.82,270.44,69.55,44.72,18.01,55.475,122.81
08/26/2019,124.1618,51.623,1168.89,359.04,106.87,199.65,54.54,127.8,118.53,159.11,84.3,380.32,33.0265,115.74,211.62,109.25,111.78,42.13,60.76,43,8.82,41.3625,30.28,45.56,195.47,271.55,48.69,138.83,64.26,47.4,62.22,216.91,11.13,558.68,36.95,11.63,202.44,77.73,50.57,278.46,53.98,42.63,27.58,114.42,156.12,64.4,421.47,104.77,39.03,53.67,25.41,405.47,87.85,165.9,29.74,103.8,41.26,121.2,49.21,41.76,25.7,49.24,49.48,40.98,227.69,16.9,182.35,64.98,282.28,192,107.3,214.64,163.697,126.2,81.8888,48.11,96.31,43.43,53.08,94.38,180.36,96.5,126.23,281.41,223.76,178.25,60.81,1768.87,71.7,69.84,0.6101,162.67,114.63,3.82,136.4,34.93,277.13,69.64,45.27,17.96,55.905,124.75
08/27/2019,125.2889,51.04,1167.84,354.73,105.74,198.07,54.72,129.64,117.75,157.47,85.03,379.99,32.5526,115.83,210.48,108.04,110.73,42.35,59.19,42.816,8.76,40.45,30.2,45.79,197.16,273.73,51.09,139.82,63.96,46.61,61.55,216.05,10.34,557.52,37.19,11.53,198.19,71.7,50.17,292.38,51.91,42.41,27.28,113.38,155.75,63.44,404.54,104.7,37.31,54.29,25.3,410.51,89.01,166.2,29.92,103.84,41.24,119.52,48.93,41.04,25.66,49.69,49.09,40.43,222.45,16.67,180.11,64.1,285.02,191.26,107.31,216.22,165.007,125.24,81.5455,47.93,94.52,42.44,52.74,94.06,181.3,96.09,125.35,287.64,220.79,178.34,59.3,1761.83,70.31,69.36,0.5946,163.41,111.9,3.7,138.25,34.72,284.77,69.48,45.03,17.66,56.0025,125.1
08/28/2019,126.8076,51.383,1171.02,359.97,106.8,200.42,55.11,128.68,119.09,158.4,85.72,380.97,33.2541,116.83,212.12,108.28,110.97,43.11,59.48,43.118,9,40.305,30.78,45.79,196.84,275.96,50.21,139.82,64.06,47.3,62.79,218.07,10.7,553.53,37.23,11.94,201.83,74.32,51.15,294.49,53.12,42.3,27.31,114.86,157.55,63.52,410,106.4,38.1,54.5,25.77,413.84,88.62,167.48,30.3,103.59,40.58,120.2,49,41.74,25.68,49.67,49.57,39.56,225.85,17.3,182.7,64.71,281.62,192.31,107.97,215.76,167.083,125.77,82.4609,48.66,96.17,43.15,52.45,92.4,181.76,97.07,125.34,290.57,221.07,178.98,59.32,1764.25,69.2,68.32,0.571,164.12,112.25,3.88,139.49,34.96,285.56,69.94,45.32,17.86,55.2975,126.04
08/29/2019,128.8325,52.253,1192.85,362.74,109.22,203.44,55.05,128.24,120.74,161.73,87.2,384.43,33.491,117.52,213.3,109.98,112.25,43.37,60.15,44.342,9.12,41.75,31.45,46.87,198.74,270.84,50.96,140.56,65.77,48.81,64.58,220.54,11.08,557.72,37.48,12.2,204.63,72.72,51.05,296.57,53.35,42.45,27.62,117.77,160.36,64.88,404.01,107.93,38.7,55.14,26.31,422.04,88.13,172.81,30.74,104.83,40.9,121.84,49.27,42.36,25.96,49.55,50.23,40.64,225.26,17.98,186.06,64.88,285.06,195.5,108.3,215.69,169.387,126.68,82.6898,48.27,98.12,44.67,52.46,93.03,185.57,97.7,125.73,290.05,220.16,180.02,60.49,1786.4,68.86,70.6,0.5802,168.62,113.76,4.23,141.68,35.15,289.29,70.7,46.32,18.37,55.28,126.9
08/30/2019,129.4534,52.185,1188.1,364.09,109.86,203.91,55.04,128.36,120.37,161.96,87.36,384.11,33.6996,117.72,211.41,110.23,112.97,43.48,60.92,45.122,9.17,41.8775,31.45,47.41,198.17,272.09,50.6,141.25,67.93,48.98,65.37,217.97,11.07,556.28,37.76,11.84,204.35,72.09,51.36,294.76,53.8,42.61,27.69,119,161.72,66,403.49,107.04,38.51,55.47,26.45,422.56,87.73,175.03,30.5,104.47,41.27,120.98,49.47,42.06,25.84,49.76,50.75,40.54,226.84,17.76,184.67,65.34,281.34,197.97,108.25,217.29,170.447,126.42,82.4514,48.07,98.63,45.27,52.04,93.68,185.67,96.56,126.06,285.12,219.75,178.7,61.73,1776.29,69.51,70.15,0.6068,160.38,112.34,3.97,142.09,35.26,289.74,71.11,46.62,18.39,54.77,127.32
09/03/2019,128.0875,51.425,1168.39,354.42,108.56,198.97,55.3,128.74,117.6,159.33,86.35,384.69,34.2399,116.27,210.53,111.77,113.96,42.68,60.69,45.002,9.1,41.0425,30.9,46.98,195.75,270.32,51.06,143.87,67.45,48.56,64.31,217.13,10.68,565.91,38.28,11.77,208.35,72.66,52.39,292.05,54.3,42.84,28.29,117.03,158.64,66.64,407.06,106.71,35.42,54.28,25.74,415.82,88.18,172.41,29.45,102.56,42.33,119.52,49.79,41.29,25.27,48.71,50.58,40.18,226.87,17.23,179.54,65.33,272.18,195.66,108.86,217.76,164.647,127.04,82.623,48.04,99.47,44.99,52.4,94.83,182.39,96.77,124.27,286.5,217.44,176.83,60.23,1789.84,68.46,69.46,0.6002,157.81,112.3,3.81,139.87,35.38,286.08,70.41,46.14,17.92,56.39,129.5
09/04/2019,130.208,52.298,1181.41,356.53,109.87,201.73,55.77,128.86,118.4,160.08,87.62,389.08,33.965,117.25,213.65,110.96,113.25,43.58,61.66,44.136,9.2,42.19,30.95,48.92,197.71,270.95,53.5,143.13,68.48,49.3,65.08,218.5,11.26,558.49,38.72,12.11,210.18,73.02,53.13,296.12,54.31,42.53,28.15,119.1,160.07,70.4,404.06,107.36,38.05,55.07,25.95,415.64,88.9,174.33,29.88,102.54,43.62,122.12,50.5,41.67,25.79,49.09,51.04,40.64,239.06,17.57,180.7,65.99,271.71,196.52,109.96,221.06,165.407,127.59,82.0509,48.12,99.69,46.81,54.4,97.95,187.14,96.11,125.69,289.37,219.29,179.86,61.31,1800.62,70.5,70.16,0.6201,156.51,114.29,3.98,140.26,35.72,288.9,70.86,45.61,18.16,56.03,128.75
09/05/2019,134.6495,53.32,1211.38,360.3,112.37,207.05,55.12,128.58,120.67,166.13,88.82,385.15,34.4485,117.64,212.13,109.68,114.6,45.09,62.76,45.916,9.34,44.935,31.5,50.1,199.49,273.84,54.58,142.86,68.94,50.35,67.49,219.49,11.6,551,37.67,12.54,204.93,71.95,53.18,296.97,54.16,42.55,27.99,122.99,164.23,70.48,404.13,108.54,39.05,56.13,26.75,424.72,88.54,178.94,30.84,104.12,43.71,124.06,49.96,43,26.76,50.08,52.31,41.74,244.83,17.74,188.41,65.45,271.78,197.69,109.5,221.18,169.39,128.07,82.0986,48.51,99.8,49.03,54.68,97.45,190.9,95.56,128.46,292,223.96,181.33,62.97,1840.72,70.98,71.47,0.6203,159.42,115.9,4.23,142.95,35.89,289.93,73.52,46.14,19.38,54.9525,126.53
09/06/2019,134.2674,53.315,1204.93,363,112.61,207.21,55.23,128.21,120.19,164.6,87.62,386.56,34.6001,118.26,214.7,109.09,114.05,45.46,62.23,45.49,9.34,44.6625,30.56,50.92,201.12,275.62,54.58,145.01,69.22,50.16,68.05,220.03,11.39,554.09,37.68,12.45,204.75,72.97,53.42,303.76,54.96,42.6,28.5,122.7,163.94,69.68,397.99,109.85,39,56.19,26.76,423.83,87.31,176.69,31.08,102.59,43.78,125.48,50.13,43.63,26.82,50.37,52.12,42.7,237.35,17.92,203.14,65.33,270,197.75,110.95,223.07,168.42,128.43,82.5467,48.27,100.91,48.97,54.85,98.53,187.49,95.74,129.43,279,224.57,174.81,63.23,1833.51,71.37,71.58,0.62,157.33,113.71,4.31,144.33,36.25,288.47,74.28,45.89,19.54,55.035,125.7
09/09/2019,136.2064,53.543,1204.41,358.78,115.4,211.98,54.52,126.95,119.92,166.12,84.92,380.21,34.913,119.39,208.82,107.74,111.07,44.97,63.68,46.358,9.54,45.125,30.5,51.59,194.83,268.78,55.19,142.06,70.51,51.23,70.46,217.26,12.23,538.21,37.08,12.9,206.75,73.3,55.87,299,55.59,42.91,28.78,127.25,165.94,71.68,395.04,107.95,39.49,58.08,27.53,430.85,87.93,177.78,31.48,105.06,43.76,127.57,49.77,44.11,26.94,50.98,52.94,43.62,239.2,18.61,194.39,65.7,266.84,195.53,110.34,215.58,165.563,126.66,79.5908,48.09,102.17,49.13,55.41,98.68,188.76,94.16,129.91,283.72,230,171.01,65.36,1831.35,69.33,71.13,0.62,144.51,107.4,4.76,139.36,36.79,267.2,74.18,46.23,20.18,54.9725,122.36
09/10/2019,138.5465,54.175,1206,369.49,116.87,215.63,54.4,129.55,117.31,167.57,83.99,381.32,35.4343,121.85,208.62,108.8,111.1,46.43,63.6,47.108,9.42,45.795,30.23,51.82,189.66,269.82,56.03,142.14,71.4,52.63,74.33,209.68,12.42,531.44,36.23,12.83,208.18,74.5,56.6,297,54.53,43.67,29.31,130.29,168.86,73.12,395.16,108.83,40.74,59.01,27.92,428.34,88,174.99,30.87,110.4,43.35,126.95,49.43,44.46,26.89,49.64,54.67,43.67,243.57,18.29,193.26,64.92,276.04,189.69,109.88,205.43,167.433,123.03,77.8935,48.56,102.96,49.39,55.5,99.5,186.17,90.35,131.69,283.33,233,173.11,68.28,1820.55,68.65,69.4,0.6189,145.12,103.33,5.09,136.59,37.58,267.63,74.77,47.31,21.38,54.53,120.83
09/11/2019,137.1616,55.898,1220.17,382.94,117.19,216.8,54.77,131.17,118,167.3,85.24,381.55,35.4628,121.28,207.82,109.57,111.69,46.29,63.99,49.42,9.42,46.0825,29.76,52.79,191.37,273.96,54.91,145.26,71.55,53.26,74.64,210.2,13.23,528.44,36.23,13.01,206.77,75.07,56.38,290.69,54.32,44.54,30.41,133.09,168.08,74.88,398.59,108.97,42.6,59.3,27.79,432.83,86.66,176.09,31.07,111.79,44.13,127.2,49.45,43.81,27.2,50.42,54.6,44.99,249.09,19.28,196.41,66.96,289.66,191.74,109.24,202.58,174.273,120.7,79.0664,49.24,102.47,50.48,56.6,99.11,188.49,90.98,133.09,284.18,235.96,172.45,69.25,1822.99,70.27,71.23,0.6575,143.01,99.52,4.59,139.5,38.74,270.99,76.99,46.78,21.99,55.015,121.25
09/12/2019,137.1807,55.771,1234.25,375.63,117.91,218.74,55.11,130.43,119.02,167.71,86.35,386.63,35.3395,121.42,209.43,109.44,111.47,45.4,63.9,49.174,9.41,46.0675,30.21,53.01,195.52,276.65,55.45,144.91,71.29,53.69,74.67,212.15,13.13,538.88,36.59,12.58,203.97,74.9,56.25,289.89,54.09,44,29.88,131.75,170.58,74.08,391.9,108.94,42.91,60.15,28.03,434.75,85.85,178.24,31.52,111.5,44.45,126.06,49.77,43.82,28.05,52.24,54.42,45.42,246.79,19.26,198.73,67.83,297.52,194.69,108.97,205.38,174.373,121.69,79.4383,49.61,102.19,50.44,56.76,98.34,187.47,92.06,132.51,281.62,232.31,174.94,69.28,1843.55,70.63,72.15,0.62,142.9,98.13,4.58,141.74,38.38,271.05,77.57,44.89,21.98,55.185,121.76
09/13/2019,137.2284,54.688,1239.56,379.76,120.23,219.9,54.26,130.78,119.2,171.45,85.82,384.86,34.9888,121.5,207.45,109.73,110.89,45.09,64.06,49.04,9.45,45.485,30.69,52.54,194.62,277.46,55.95,147.58,73.54,53.6,75.47,209.81,13.1,536.8,36.07,12.7,204.07,73.05,57.17,291.9,53.97,42.98,29.85,133.78,171.44,74.72,378.25,107.99,43.25,59.34,28.38,442.96,85.9,179.17,31.23,110.54,44.59,127.34,49.49,43.82,28.13,53.55,54.68,45.43,245.05,18.73,195.18,68.86,300.91,194.7,107.78,205.8,174.407,121.02,78.7708,49.43,102.77,50.5,57.29,98.48,187.19,90.48,133.99,285.89,236.63,177.55,69.28,1839.34,70.29,71,0.65,139.82,100.24,4.41,141.02,37.91,265.47,77.9,45.4,22.65,54.6225,121.22
09/16/2019,136.0918,54.975,1231.3,378.85,119.16,217.22,53.96,129.54,117.64,168.95,86.3,392.66,34.913,124.12,214,110.11,110.13,47.8,63.43,48.562,9.3,45.0525,30.83,52.2,194.16,277.41,55.78,145.63,72.14,53.16,74.29,207.4,13.29,549.93,36.68,14.17,203.84,72.6,57.55,288.69,54.54,42.83,30.34,133.15,169.67,75.04,380.255,106.96,43.33,59.64,28.51,435.71,85.78,177.07,30.85,110.98,43.97,126.91,49.03,44.05,28.25,53.52,53.34,45.4,244.79,18.85,193.7,68.12,300.89,195.01,109.48,207,174.547,119.64,78.2177,49.47,104.03,50.15,56.32,99.12,186.22,89.42,130.48,288.12,236.12,176,68.84,1807.84,69.23,71.03,0.665,146.15,101.35,4.35,140.65,37.31,265.64,77.15,46.12,22.97,54.5775,120.98
09/17/2019,135.8243,55.175,1229.15,384.2,118.57,215.91,54.24,129.67,119.05,166.9,86.7,393.98,34.6001,123.89,214.26,110.96,111.12,45.15,63.48,48.958,9.28,45.2675,30.99,51.95,194.95,281.07,55.35,148.11,71.25,53.09,72.69,209.85,12.96,558.91,37.17,13.07,205.75,72.02,55.68,291.41,55.03,43.17,29.91,132.17,168.07,74.88,382.35,107.28,42.98,59.11,28.18,439.18,85.88,179,31.17,109.04,44.14,126,49.69,43.3,28.56,53.52,53.96,45.58,243.54,19.37,195.47,69.49,298.27,198.64,110.72,214.73,176.723,122.42,78.6754,49.74,102.2,50.84,57.08,98.42,188.08,90.75,130.56,285.06,238.7,174.52,67.76,1822.55,69.91,71.87,0.6258,148.72,103.68,4.33,142.33,37.16,271.86,76.4,45.55,21.81,55.555,121.76
09/18/2019,135.8434,55.693,1232.41,386.41,119.76,217.08,54.23,130.41,118.74,167.87,87.6,397.04,34.4864,124.18,214.7,111.8,112.72,44.62,63.26,48.698,9.25,44.995,30.42,51.74,194.13,283,55.12,148.65,71.99,52.89,72.07,210.43,12.45,561,36.96,13.03,207.33,71.56,55.04,292.43,54.53,42.96,29.97,131.07,167.44,75.04,389.5,106.97,43.31,58.38,28.29,443.16,86.26,180,31.04,108.4,43.47,127.13,50.36,43.38,28,52.85,53.88,44.25,245,19.91,195.36,70.65,303.01,198.69,110.75,216.17,176.923,123.24,79.1617,49.86,102.99,50.48,57.65,98.28,188.14,90.96,130.19,286.15,235.17,176.14,67.4,1817.46,68.06,72.36,0.6073,146.62,104.85,4.6,143.95,36.76,272.73,77.57,46,21.57,55.975,121.52
09/19/2019,136.5598,55.24,1238.71,384.44,119.38,215.23,54.52,130.11,117.79,167.11,87.37,393.43,34.6096,123.66,214.06,112.28,114.35,45.79,63.63,49.32,9.1,44.235,30.29,51.57,194.67,285.01,55.01,150.3,71.06,52.72,72.37,210.52,11.06,569.03,37.28,13.04,207.34,71.71,55.04,287.83,54.39,42.96,30.04,130.12,167.07,75.36,386.34,107.87,42.99,57.58,27.95,443.98,85.65,180.46,31.05,107.77,43.16,120.68,50.87,42.39,28.84,52.9,53.77,43.99,247.01,19.85,193.61,70.59,305.2,198.2,110.37,211.95,176.483,124.27,80.0676,50.07,103.08,49.82,57.89,99.69,190.14,91.56,129.55,295.87,235.62,178.12,68.29,1821.5,67.69,71.86,0.5823,147.43,105.5,4.44,145.75,37.15,273.79,78.07,46.45,20.99,56.225,122.38
09/20/2019,135.5187,54.433,1229.93,379.39,118.9,213.74,53.91,131.65,116.8,166.38,86.33,388.25,34.7802,124.32,211.98,112.98,116.16,45.7,64.3,48.124,9.17,43.1725,30.05,50.72,193.09,282.29,54.76,149.8,71.6,52.62,72.33,209.39,10.81,566.45,37.58,13.18,205.1,71.2,56.26,286.36,54.33,42.94,30.33,128.16,166.76,74.96,398.44,106.67,43.18,56.33,27.83,444.39,85.69,182.51,30.94,105.16,42.77,119.8,51.58,41.88,29.15,52.89,53.67,44.09,247.62,19.63,189.3,70.3,309.57,196.37,110,211.15,177.053,125.62,81.2023,50.57,103.27,49.16,57.45,98.7,189.93,90.07,126.97,294.7,238.79,175.88,68.86,1794.16,67.39,71.55,0.6004,149.63,105.31,4.7,146.47,37.91,274.17,77.97,46.39,20.69,56.43,122.83
09/23/2019,135.7001,54.68,1234.03,377.03,118.88,213.46,54.14,131.74,118.24,166.05,85.69,387.67,34.3537,124.9,213.3,112.59,114.18,45.5,63.35,48.246,9.16,43.71,30.64,50.9,192.84,273.44,54.18,149.78,70.92,52.86,72.41,211.54,11.04,581.71,37.57,13.1,205.77,72,56.21,287.57,53.9,42.6,30.4,128.42,166.76,74.72,414,108.78,42.6,56.19,27.72,446.2,84.93,176.98,30.33,102.37,42.87,119.19,52.2,41.97,29.44,53.3,53.51,45.33,246.26,19.1,195.18,70.47,305.83,197.4,110.77,212.28,175.987,125.08,80.4395,50.52,104.26,49.6,57.3,98.18,186.82,90.81,125.85,289.71,239.96,172.52,68.22,1785.3,68.2,71.58,0.585,152.69,105.45,5.02,144.6,37.6,275.79,78.06,46.39,20.89,56.32,122.58
09/24/2019,135.3276,54.42,1218.76,381.65,117.33,207.75,54.3,131.55,118.17,165.08,86.01,389.17,34.1356,123.74,211.91,114.29,113.25,45.47,62.93,44.642,9.11,43.1325,29.52,49.82,190.14,268.32,53.96,149.66,70.32,50.63,70.89,212.02,10.71,572.04,37.43,12.22,205.04,71.56,55.85,287.91,54.18,42.96,30.45,125.99,164.74,71.76,415.85,107.45,41.24,55.67,27.45,442.12,86.1,171.55,29.41,97.61,42.27,117.82,51.93,41.31,29.26,52.8,53.11,45.18,242.97,19.01,193.85,70.2,295.28,197.3,110.4,212.91,180.487,125.05,79.7148,50.01,103.62,48.51,57,97.36,181.28,89.92,122.27,286.65,236.2,171.5,67.89,1741.61,66.7,69.8,0.5862,151.31,100.88,5.01,144.55,37.38,272.13,75.97,45.78,20.05,57.1275,124.87
09/25/2019,136.7413,55.258,1246.52,386.2,118,210.03,54.17,130.99,119.12,163.6,87.04,390.43,34.0314,123.51,212.6,114.42,111.39,45.33,62.59,45.74,9.2,44.5575,29.54,51.02,190.87,270.99,54.94,150.88,70.91,51.68,72.67,212.63,11.45,579.25,37.21,12.32,204,75.28,56.14,288.51,54.17,43.3,30.61,126.61,164,73.28,417.04,106.8,40.45,57.08,27.66,445.19,86.38,176.66,29.99,102.8,42.25,118.5,52.52,41.24,29.6,52.84,53.3,45.63,241.45,19.61,193.02,70.97,300.15,196.8,110.79,213.28,181.67,124.78,79.238,49.84,105.06,49.47,56.53,97.63,182.8,90.35,123.03,281.31,235.9,169.55,68.3,1768.33,67.48,69.84,0.59,155.3,101.33,5.2,143.95,37.38,274.8,76.33,45.33,20.55,57.3425,124.57
09/26/2019,137.1138,54.973,1241.39,386.89,117.03,208.22,54.39,128.85,118.91,163.73,87.13,392.92,33.9176,120.16,213.22,114.65,111.82,45.35,61.59,48.512,9.14,44.335,29.47,50.92,192.12,245.71,54.22,151.62,70.1,49.34,72.45,212.6,11.3,583.02,38.01,11.94,206.07,75.29,57.09,288.26,54.99,43.54,30.12,126.39,163.83,72.16,422.85,106.29,39.48,55.88,27.39,446,86.54,175,29.58,105.07,41.99,116.44,52.41,40.3,29.39,52.63,51.26,45.74,239.46,19.23,191.54,70.51,298.68,198.02,111.78,215.99,181.097,126.06,79.9818,49.97,104.56,48.6,55.88,96.62,180.11,89.8,121.67,273.46,230.22,166.74,67.19,1739.84,67.31,69.07,0.5901,154.63,100.84,5.28,142.76,37.38,275.06,76.52,43.13,19.95,57.93,125.13
09/27/2019,136.8177,54.705,1225.09,382.86,117.72,208.97,54.31,128.6,118.59,162.69,85.02,387.87,34.3347,118.6,208.92,114.05,112.37,45.14,62.08,48.426,9.08,42.94,28.72,50.78,191.38,242.12,52.33,149.04,70.25,50.01,73.29,213.16,11.33,576.62,37.24,12.2,206,75.13,57.47,285.95,54.87,43.54,30,126.59,164.53,72.32,419.91,106.12,38.56,57.11,27.48,446.13,85.59,165.98,27.82,101.21,40.89,116.36,52.14,40.32,27.32,50.22,51.02,45.42,240.46,19.11,189.72,69.12,301.28,192.7,110.84,213.89,177.91,123.9,79.0568,50.22,103.66,43.21,56.16,95.67,177.1,88.37,120.77,277.4,230.22,169.42,68.14,1725.45,66.34,67.48,0.5895,149.58,98.69,5.34,141.56,37.43,272.48,76.39,43.17,20.26,57.815,124.24
09/30/2019,138.8999,55.993,1219,380.47,117.69,207.23,54.44,129.38,118.28,161.98,85.88,390.06,34.0598,118.6,208.64,113.89,111.83,44.47,63.07,48.174,9.16,43.5175,28.99,51.53,192.35,242.97,52.92,151.24,71.31,50.91,73.83,214.71,11.55,576.8,37.41,12.27,207.28,75.93,57.5,288.11,55.12,43.73,30.18,126.31,164.4,71.52,419.71,106.91,39.87,57.76,27.38,445.64,84.15,167.23,28.21,102.76,41.63,118.22,52.71,40.37,26.85,48.84,51.77,39.955,244.59,19.41,192.53,70.35,304.22,192.97,111.01,211.34,179.977,124.59,80.2678,50.71,102.4,42.85,55.7,97.82,178.08,88.42,124.37,276.47,232.82,167.58,69.52,1735.91,66.34,68.05,0.5991,152.69,99.82,5.52,144.43,37.84,271.93,76.63,43.26,20.5,58.2475,124.23
10/01/2019,137.2189,56.148,1205.1,374.94,115.55,202.69,54.65,129.99,116.7,155.95,84.78,384.19,33.5858,116.01,203.69,112.98,110.96,43.77,62.35,48.938,8.9,43.5,28.76,50.76,189.62,240.07,52.9,149.06,67.95,50.41,71.69,209.02,11.93,569.59,37.61,11.79,209.41,77.83,58.11,283.93,54.39,43.62,29.89,122.37,158.38,68.88,416.3,105.94,40.08,57.21,26.47,433.69,84.61,165.15,28.19,102,41.475,117.01,52.04,40.17,26.06,47.21,50.76,39.11,245.77,18.93,192.69,70.26,296.02,187.93,110.57,210.72,176.2,125.12,79.7243,50.65,101.03,42.3,54.37,96.75,175.81,86.51,123.4,274.13,227.2,166.71,68.31,1735.65,66.24,69.6,0.5999,154.99,101.32,5.58,141.92,37.41,268.98,74.84,42.75,20.21,58.0075,123.86
